kW_multiplier
0.291970802919708
0.3717608936695372
0.5166375085493752
0.6348645255035167
0.6928980963698264
0.7083856553491819
0.6683978774304503
0.6292158259913943
0.5816844563592055
0.5350502490401339
0.47708951483137707
0.44914844645016216
0.42859488683416047
0.49727886133857196
0.6168233567991949
0.6757564609864858
0.7181472470699334
0.729206162331632
0.6492266885985776
0.5504982060100847
0.44656883951394494
0.3815928489263995
0.3364044387888929
0.32184612426856646
