kW_multiplier
0.2731034482758621
0.3477374483337885
0.48325203644518455
0.5938391420278757
0.6481225435216522
0.6626092857586865
0.6252055456268412
0.5885554653738814
0.5440956056275796
0.5004749329469886
0.44625966135572187
0.4201241640830034
0.40089878966425646
0.46514435836793466
0.5769638060874125
0.6320886124386006
0.6717400766903108
0.6820843572209605
0.6072732122387937
0.5149246322837779
0.4177112531260438
0.35693405586129356
0.3146657519512935
0.3010482057554874
